"ID","Deal"
139,"Neutral"
140,"Neutral"
141,"Neutral"
142,"Neutral"
143,"Neutral"
144,"Bad"
145,"Neutral"
146,"Bad"
147,"Good"
148,"Neutral"
149,"Neutral"
150,"Bad"
151,"Bad"
152,"Bad"
153,"Bad"
154,"Good"
155,"Neutral"
156,"Good"
157,"Bad"
158,"Neutral"
159,"Neutral"
160,"Neutral"
161,"Bad"
162,"Neutral"
163,"Neutral"
164,"Bad"
165,"Bad"
166,"Neutral"
167,"Neutral"
168,"Neutral"
169,"Bad"
170,"Bad"
171,"Good"
172,"Good"
173,"Neutral"
174,"Neutral"
175,"Good"
176,"Bad"
177,"Bad"
178,"Neutral"
179,"Bad"
180,"Bad"
181,"Neutral"
182,"Neutral"
183,"Neutral"
184,"Neutral"
185,"Bad"
186,"Neutral"
187,"Good"
188,"Bad"
189,"Neutral"
190,"Good"
191,"Good"
192,"Good"
193,"Neutral"
194,"Neutral"
195,"Bad"
196,"Good"
197,"Neutral"
198,"Neutral"
199,"Neutral"
200,"Neutral"
201,"Neutral"
202,"Bad"
203,"Bad"
204,"Bad"
205,"Neutral"
206,"Bad"
207,"Bad"
208,"Neutral"
209,"Good"
210,"Neutral"
211,"Bad"
212,"Neutral"
213,"Neutral"
214,"Neutral"
215,"Good"
216,"Bad"
217,"Bad"
218,"Good"
219,"Neutral"
220,"Neutral"
221,"Bad"
222,"Neutral"
223,"Bad"
224,"Good"
225,"Good"
226,"Bad"
227,"Good"
228,"Good"
229,"Neutral"
230,"Good"
231,"Neutral"
232,"Neutral"
233,"Bad"
234,"Neutral"
235,"Good"
236,"Neutral"
237,"Good"
238,"Bad"
239,"Neutral"
240,"Neutral"
241,"Neutral"
242,"Good"
243,"Bad"
244,"Neutral"
245,"Neutral"
246,"Neutral"
247,"Neutral"
248,"Neutral"
249,"Neutral"
250,"Neutral"
251,"Neutral"
252,"Bad"
253,"Bad"
254,"Neutral"
255,"Neutral"
256,"Bad"
257,"Neutral"
258,"Neutral"
259,"Bad"
260,"Neutral"
261,"Good"
262,"Neutral"
263,"Neutral"
264,"Neutral"
265,"Bad"
266,"Neutral"
267,"Neutral"
268,"Bad"
269,"Bad"
270,"Neutral"
271,"Neutral"
272,"Bad"
273,"Bad"
274,"Bad"
275,"Bad"
276,"Good"
277,"Neutral"
278,"Bad"
279,"Neutral"
280,"Neutral"
281,"Bad"
282,"Neutral"
283,"Neutral"
284,"Neutral"
285,"Bad"
286,"Neutral"
287,"Neutral"
288,"Bad"
289,"Neutral"
290,"Bad"
291,"Neutral"
292,"Bad"
293,"Neutral"
294,"Good"
295,"Good"
296,"Neutral"
297,"Good"
298,"Neutral"
299,"Bad"
300,"Bad"
301,"Neutral"
302,"Bad"
303,"Neutral"
304,"Bad"
305,"Bad"
306,"Good"
307,"Bad"
308,"Neutral"
309,"Good"
310,"Neutral"
311,"Bad"
312,"Bad"
313,"Neutral"
314,"Bad"
315,"Neutral"
316,"Neutral"
317,"Bad"
318,"Good"
319,"Neutral"
320,"Neutral"
321,"Good"
322,"Good"
323,"Bad"
324,"Neutral"
325,"Neutral"
326,"Bad"
327,"Neutral"
328,"Neutral"
329,"Neutral"
330,"Neutral"
331,"Bad"
332,"Neutral"
333,"Good"
334,"Bad"
335,"Neutral"
336,"Bad"
337,"Good"
338,"Neutral"
339,"Bad"
340,"Bad"
341,"Neutral"
342,"Bad"
343,"Neutral"
344,"Neutral"
345,"Bad"
346,"Bad"
347,"Neutral"
348,"Neutral"
349,"Bad"
350,"Neutral"
351,"Neutral"
352,"Good"
353,"Bad"
354,"Neutral"
355,"Neutral"
356,"Neutral"
357,"Neutral"
358,"Neutral"
359,"Neutral"
360,"Neutral"
361,"Good"
362,"Bad"
363,"Good"
364,"Neutral"
365,"Neutral"
366,"Neutral"
367,"Bad"
368,"Bad"
369,"Neutral"
370,"Bad"
371,"Bad"
372,"Neutral"
373,"Neutral"
374,"Good"
375,"Neutral"
376,"Neutral"
377,"Neutral"
378,"Neutral"
379,"Neutral"
380,"Bad"
381,"Neutral"
382,"Neutral"
383,"Neutral"
384,"Bad"
385,"Bad"
386,"Bad"
387,"Bad"
388,"Neutral"
389,"Good"
390,"Bad"
391,"Bad"
392,"Good"
393,"Good"
394,"Bad"
395,"Neutral"
396,"Neutral"
397,"Neutral"
398,"Neutral"
399,"Bad"
400,"Neutral"
401,"Neutral"
402,"Neutral"
403,"Neutral"
404,"Neutral"
405,"Bad"
406,"Bad"
407,"Neutral"
408,"Neutral"
409,"Bad"
410,"Good"
411,"Neutral"
412,"Good"
413,"Neutral"
414,"Bad"
415,"Neutral"
416,"Neutral"
417,"Neutral"
418,"Good"
419,"Neutral"
420,"Good"
421,"Neutral"
422,"Neutral"
423,"Neutral"
424,"Neutral"
425,"Neutral"
426,"Bad"
427,"Neutral"
428,"Good"
429,"Neutral"
430,"Neutral"
431,"Neutral"
432,"Neutral"
433,"Good"
434,"Neutral"
435,"Neutral"
436,"Bad"
437,"Good"
438,"Good"
439,"Bad"
440,"Neutral"
441,"Neutral"
442,"Neutral"
443,"Bad"
444,"Good"
445,"Neutral"
446,"Bad"
447,"Bad"
448,"Neutral"
449,"Neutral"
450,"Neutral"
451,"Neutral"
452,"Neutral"
453,"Neutral"
454,"Neutral"
455,"Neutral"
456,"Neutral"
457,"Neutral"
458,"Neutral"
459,"Neutral"
460,"Bad"
461,"Neutral"
462,"Neutral"
463,"Neutral"
464,"Neutral"
465,"Neutral"
466,"Bad"
467,"Bad"
468,"Bad"
469,"Neutral"
470,"Good"
471,"Neutral"
472,"Bad"
473,"Bad"
474,"Bad"
475,"Neutral"
476,"Bad"
477,"Neutral"
478,"Bad"
479,"Neutral"
480,"Good"
481,"Good"
482,"Bad"
483,"Neutral"
484,"Neutral"
485,"Neutral"
486,"Bad"
487,"Bad"
488,"Bad"
489,"Good"
490,"Neutral"
491,"Neutral"
492,"Neutral"
493,"Bad"
494,"Neutral"
495,"Good"
496,"Neutral"
497,"Neutral"
498,"Good"
499,"Neutral"
500,"Neutral"
501,"Neutral"
502,"Neutral"
503,"Good"
504,"Neutral"
505,"Neutral"
506,"Neutral"
507,"Neutral"
508,"Bad"
509,"Neutral"
510,"Bad"
511,"Neutral"
512,"Bad"
513,"Neutral"
514,"Neutral"
515,"Neutral"
516,"Bad"
517,"Neutral"
518,"Neutral"
519,"Bad"
520,"Bad"
521,"Bad"
522,"Bad"
523,"Bad"
524,"Bad"
525,"Neutral"
526,"Good"
527,"Bad"
528,"Bad"
529,"Good"
530,"Neutral"
531,"Bad"
532,"Bad"
533,"Bad"
534,"Neutral"
535,"Neutral"
536,"Good"
537,"Good"
538,"Good"
539,"Bad"
540,"Bad"
541,"Bad"
542,"Neutral"
543,"Neutral"
544,"Bad"
545,"Neutral"
546,"Neutral"
547,"Neutral"
548,"Good"
549,"Neutral"
550,"Bad"
551,"Good"
552,"Bad"
553,"Bad"
554,"Good"
555,"Bad"
556,"Neutral"
557,"Neutral"
558,"Bad"
559,"Good"
560,"Neutral"
561,"Neutral"
562,"Good"
563,"Neutral"
564,"Neutral"
565,"Neutral"
566,"Neutral"
567,"Bad"
568,"Bad"
569,"Good"
570,"Good"
571,"Neutral"
572,"Neutral"
573,"Bad"
574,"Neutral"
575,"Bad"
576,"Bad"
577,"Bad"
578,"Good"
579,"Neutral"
580,"Bad"
581,"Bad"
582,"Bad"
583,"Bad"
584,"Neutral"
585,"Good"
586,"Neutral"
587,"Neutral"
588,"Neutral"
589,"Neutral"
590,"Neutral"
591,"Bad"
592,"Neutral"
593,"Bad"
594,"Bad"
595,"Bad"
596,"Neutral"
597,"Neutral"
598,"Bad"
599,"Neutral"
600,"Bad"
601,"Neutral"
602,"Neutral"
603,"Neutral"
604,"Neutral"
605,"Neutral"
606,"Good"
607,"Bad"
608,"Good"
609,"Bad"
610,"Good"
611,"Neutral"
612,"Bad"
613,"Neutral"
614,"Good"
615,"Neutral"
616,"Bad"
617,"Neutral"
618,"Bad"
619,"Neutral"
620,"Bad"
621,"Good"
622,"Neutral"
623,"Neutral"
624,"Good"
625,"Neutral"
626,"Neutral"
627,"Neutral"
628,"Neutral"
629,"Neutral"
630,"Neutral"
631,"Bad"
632,"Neutral"
633,"Neutral"
634,"Neutral"
635,"Neutral"
636,"Neutral"
637,"Bad"
638,"Neutral"
639,"Bad"
640,"Neutral"
641,"Bad"
642,"Neutral"
643,"Neutral"
644,"Good"
645,"Neutral"
646,"Neutral"
647,"Good"
648,"Good"
649,"Good"
650,"Good"
651,"Neutral"
652,"Good"
653,"Neutral"
654,"Bad"
655,"Neutral"
656,"Neutral"
657,"Bad"
658,"Bad"
659,"Neutral"
660,"Bad"
661,"Good"
662,"Neutral"
663,"Bad"
664,"Good"
665,"Neutral"
666,"Bad"
667,"Good"
668,"Good"
669,"Good"
670,"Neutral"
671,"Neutral"
672,"Good"
673,"Neutral"
674,"Bad"
675,"Bad"
676,"Neutral"
677,"Neutral"
678,"Neutral"
679,"Bad"
680,"Neutral"
681,"Neutral"
682,"Bad"
683,"Neutral"
684,"Bad"
685,"Neutral"
686,"Good"
687,"Neutral"
688,"Neutral"
689,"Neutral"
690,"Bad"
691,"Bad"
692,"Good"
693,"Neutral"
694,"Neutral"
695,"Neutral"
696,"Bad"
697,"Good"
698,"Neutral"
699,"Good"
700,"Neutral"
701,"Neutral"
702,"Neutral"
703,"Good"
704,"Bad"
705,"Neutral"
706,"Good"
707,"Neutral"
708,"Neutral"
709,"Neutral"
710,"Neutral"
711,"Neutral"
712,"Good"
713,"Bad"
714,"Neutral"
715,"Good"
716,"Bad"
717,"Neutral"
718,"Good"
719,"Neutral"
720,"Bad"
721,"Neutral"
722,"Neutral"
723,"Bad"
724,"Bad"
725,"Neutral"
726,"Good"
727,"Good"
728,"Neutral"
729,"Bad"
730,"Neutral"
731,"Bad"
732,"Neutral"
733,"Neutral"
734,"Bad"
735,"Bad"
736,"Good"
737,"Neutral"
738,"Good"
739,"Bad"
740,"Bad"
741,"Good"
742,"Good"
743,"Good"
744,"Good"
745,"Bad"
746,"Neutral"
747,"Neutral"
748,"Good"
749,"Neutral"
750,"Neutral"
751,"Good"
752,"Neutral"
753,"Neutral"
754,"Neutral"
755,"Bad"
756,"Neutral"
757,"Good"
758,"Good"
759,"Neutral"
760,"Neutral"
761,"Bad"
762,"Neutral"
763,"Bad"
764,"Good"
765,"Neutral"
766,"Neutral"
767,"Neutral"
768,"Neutral"
769,"Good"
770,"Bad"
771,"Neutral"
772,"Neutral"
773,"Bad"
774,"Neutral"
775,"Good"
776,"Neutral"
777,"Neutral"
778,"Neutral"
779,"Bad"
780,"Bad"
781,"Neutral"
782,"Good"
783,"Neutral"
784,"Neutral"
785,"Bad"
786,"Bad"
787,"Good"
788,"Bad"
789,"Bad"
790,"Bad"
791,"Good"
792,"Neutral"
793,"Bad"
794,"Neutral"
795,"Neutral"
796,"Good"
797,"Neutral"
798,"Neutral"
799,"Neutral"
800,"Neutral"
801,"Neutral"
802,"Neutral"
803,"Bad"
804,"Neutral"
805,"Good"
806,"Bad"
807,"Good"
808,"Good"
809,"Bad"
810,"Neutral"
811,"Good"
812,"Good"
813,"Good"
814,"Neutral"
815,"Bad"
816,"Good"
817,"Neutral"
818,"Neutral"
819,"Neutral"
820,"Neutral"
821,"Good"
822,"Good"
823,"Good"
824,"Neutral"
825,"Good"
826,"Neutral"
827,"Neutral"
828,"Bad"
829,"Bad"
830,"Neutral"
831,"Neutral"
832,"Neutral"
833,"Neutral"
834,"Neutral"
835,"Good"
836,"Neutral"
837,"Neutral"
838,"Bad"
839,"Good"
840,"Neutral"
841,"Bad"
842,"Neutral"
843,"Bad"
844,"Bad"
845,"Neutral"
846,"Neutral"
847,"Bad"
848,"Good"
849,"Good"
850,"Bad"
851,"Neutral"
852,"Bad"
853,"Good"
854,"Bad"
855,"Good"
856,"Bad"
857,"Good"
858,"Neutral"
859,"Neutral"
860,"Good"
861,"Neutral"
862,"Neutral"
863,"Good"
864,"Neutral"
865,"Bad"
866,"Good"
867,"Neutral"
868,"Neutral"
869,"Good"
870,"Neutral"
871,"Neutral"
872,"Neutral"
873,"Neutral"
874,"Bad"
875,"Neutral"
876,"Bad"
877,"Neutral"
878,"Bad"
879,"Neutral"
880,"Bad"
881,"Good"
882,"Neutral"
883,"Bad"
884,"Neutral"
885,"Neutral"
886,"Neutral"
887,"Neutral"
888,"Neutral"
889,"Neutral"
890,"Neutral"
891,"Neutral"
892,"Neutral"
893,"Bad"
894,"Bad"
895,"Neutral"
896,"Bad"
897,"Neutral"
898,"Neutral"
899,"Neutral"
900,"Good"
901,"Bad"
902,"Neutral"
903,"Neutral"
904,"Good"
905,"Neutral"
906,"Neutral"
907,"Neutral"
908,"Neutral"
909,"Neutral"
910,"Bad"
911,"Bad"
912,"Bad"
913,"Good"
914,"Good"
915,"Neutral"
916,"Neutral"
917,"Good"
918,"Bad"
919,"Neutral"
920,"Neutral"
921,"Neutral"
922,"Bad"
923,"Neutral"
924,"Bad"
925,"Neutral"
926,"Neutral"
927,"Good"
928,"Good"
929,"Good"
930,"Bad"
931,"Bad"
932,"Good"
933,"Neutral"
934,"Neutral"
935,"Good"
936,"Neutral"
937,"Bad"
938,"Bad"
939,"Bad"
940,"Bad"
941,"Good"
942,"Neutral"
943,"Neutral"
944,"Neutral"
945,"Good"
946,"Neutral"
947,"Neutral"
948,"Bad"
949,"Neutral"
950,"Neutral"
951,"Good"
952,"Neutral"
953,"Neutral"
954,"Bad"
955,"Neutral"
956,"Neutral"
957,"Bad"
958,"Good"
959,"Neutral"
960,"Neutral"
961,"Bad"
962,"Neutral"
963,"Neutral"
964,"Neutral"
965,"Bad"
966,"Good"
967,"Good"
968,"Neutral"
969,"Good"
970,"Good"
971,"Neutral"
972,"Good"
973,"Neutral"
974,"Neutral"
975,"Neutral"
976,"Neutral"
977,"Neutral"
978,"Bad"
979,"Bad"
980,"Neutral"
981,"Bad"
982,"Bad"
983,"Neutral"
984,"Bad"
985,"Good"
986,"Good"
987,"Neutral"
988,"Bad"
989,"Bad"
990,"Neutral"
991,"Neutral"
992,"Good"
993,"Bad"
994,"Neutral"
995,"Neutral"
996,"Good"
997,"Neutral"
998,"Neutral"
999,"Neutral"
1000,"Bad"
1001,"Good"
1002,"Neutral"
1003,"Bad"
1004,"Good"
1005,"Good"
1006,"Neutral"
1007,"Neutral"
1008,"Bad"
1009,"Good"
1010,"Neutral"
1011,"Neutral"
1012,"Neutral"
1013,"Bad"
1014,"Good"
1015,"Neutral"
1016,"Neutral"
1017,"Bad"
1018,"Neutral"
1019,"Bad"
1020,"Neutral"
1021,"Neutral"
1022,"Neutral"
1023,"Good"
1024,"Good"
1025,"Bad"
1026,"Neutral"
1027,"Neutral"
1028,"Neutral"
1029,"Neutral"
1030,"Bad"
1031,"Neutral"
1032,"Neutral"
1033,"Neutral"
1034,"Bad"
1035,"Neutral"
1036,"Neutral"
1037,"Good"
1038,"Bad"
1039,"Neutral"
1040,"Neutral"
1041,"Neutral"
1042,"Neutral"
1043,"Neutral"
1044,"Neutral"
1045,"Bad"
1046,"Neutral"
1047,"Neutral"
1048,"Bad"
1049,"Neutral"
1050,"Bad"
1051,"Bad"
1052,"Bad"
1053,"Bad"
1054,"Neutral"
1055,"Neutral"
1056,"Bad"
1057,"Neutral"
1058,"Good"
1059,"Neutral"
1060,"Good"
1061,"Good"
1062,"Neutral"
1063,"Bad"
1064,"Good"
1065,"Neutral"
1066,"Bad"
1067,"Neutral"
1068,"Neutral"
1069,"Good"
1070,"Good"
1071,"Neutral"
1072,"Good"
1073,"Neutral"
1074,"Bad"
1075,"Good"
1076,"Neutral"
1077,"Bad"
1078,"Good"
1079,"Bad"
1080,"Neutral"
1081,"Neutral"
1082,"Neutral"
1083,"Neutral"
1084,"Bad"
1085,"Neutral"
1086,"Neutral"
1087,"Neutral"
1088,"Bad"
1089,"Bad"
1090,"Neutral"
1091,"Neutral"
1092,"Neutral"
1093,"Good"
1094,"Good"
1095,"Neutral"
1096,"Bad"
1097,"Neutral"
1098,"Neutral"
1099,"Good"
1100,"Neutral"
1101,"Bad"
1102,"Neutral"
1103,"Neutral"
1104,"Good"
1105,"Neutral"
1106,"Good"
1107,"Good"
1108,"Bad"
1109,"Neutral"
1110,"Good"
1111,"Bad"
1112,"Good"
1113,"Good"
1114,"Good"
1115,"Bad"
1116,"Neutral"
1117,"Neutral"
1118,"Good"
1119,"Neutral"
1120,"Good"
1121,"Neutral"
1122,"Neutral"
1123,"Neutral"
1124,"Bad"
1125,"Neutral"
1126,"Bad"
1127,"Neutral"
1128,"Neutral"
1129,"Neutral"
1130,"Good"
1131,"Neutral"
1132,"Neutral"
1133,"Neutral"
1134,"Neutral"
1135,"Neutral"
1136,"Good"
1137,"Neutral"
1138,"Good"
1139,"Neutral"
1140,"Bad"
1141,"Bad"
1142,"Neutral"
1143,"Bad"
1144,"Bad"
1145,"Neutral"
1146,"Neutral"
1147,"Neutral"
1148,"Good"
1149,"Neutral"
1150,"Neutral"
1151,"Good"
1152,"Bad"
1153,"Neutral"
1154,"Bad"
1155,"Bad"
1156,"Bad"
1157,"Bad"
1158,"Neutral"
1159,"Neutral"
1160,"Bad"
1161,"Bad"
1162,"Good"
1163,"Bad"
1164,"Neutral"
1165,"Neutral"
1166,"Bad"
1167,"Neutral"
1168,"Good"
1169,"Good"
1170,"Neutral"
1171,"Neutral"
1172,"Bad"
1173,"Neutral"
1174,"Neutral"
1175,"Neutral"
1176,"Good"
1177,"Neutral"
1178,"Neutral"
1179,"Neutral"
1180,"Neutral"
1181,"Bad"
1182,"Neutral"
1183,"Neutral"
1184,"Neutral"
1185,"Good"
1186,"Bad"
1187,"Neutral"
1188,"Neutral"
1189,"Good"
1190,"Neutral"
1191,"Neutral"
1192,"Bad"
1193,"Neutral"
1194,"Bad"
1195,"Neutral"
1196,"Neutral"
1197,"Neutral"
1198,"Neutral"
1199,"Bad"
1200,"Bad"
1201,"Bad"
1202,"Neutral"
1203,"Neutral"
1204,"Bad"
1205,"Neutral"
1206,"Neutral"
1207,"Neutral"
1208,"Neutral"
1209,"Neutral"
1210,"Bad"
1211,"Neutral"
1212,"Neutral"
1213,"Neutral"
1214,"Bad"
1215,"Bad"
1216,"Neutral"
1217,"Neutral"
1218,"Bad"
1219,"Bad"
1220,"Good"
1221,"Neutral"
1222,"Neutral"
1223,"Good"
1224,"Good"
1225,"Bad"
1226,"Bad"
1227,"Bad"
1228,"Good"
1229,"Neutral"
1230,"Bad"
1231,"Bad"
1232,"Neutral"
1233,"Neutral"
1234,"Neutral"
1235,"Good"
1236,"Bad"
1237,"Bad"
1238,"Bad"
1239,"Neutral"
1240,"Bad"
1241,"Neutral"
1242,"Neutral"
1243,"Neutral"
1244,"Neutral"
1245,"Good"
1246,"Bad"
1247,"Bad"
1248,"Good"
1249,"Neutral"
1250,"Neutral"
1251,"Neutral"
1252,"Neutral"
1253,"Neutral"
1254,"Neutral"
1255,"Bad"
1256,"Bad"
1257,"Bad"
1258,"Neutral"
1259,"Good"
1260,"Neutral"
1261,"Neutral"
1262,"Bad"
1263,"Neutral"
1264,"Neutral"
1265,"Neutral"
1266,"Bad"
1267,"Neutral"
1268,"Bad"
1269,"Bad"
1270,"Neutral"
1271,"Neutral"
1272,"Neutral"
1273,"Neutral"
1274,"Neutral"
1275,"Neutral"
1276,"Neutral"
1277,"Neutral"
1278,"Bad"
1279,"Bad"
1280,"Neutral"
1281,"Neutral"
1282,"Bad"
1283,"Good"
1284,"Neutral"
1285,"Good"
1286,"Neutral"
1287,"Neutral"
1288,"Bad"
1289,"Bad"
1290,"Neutral"
1291,"Neutral"
1292,"Good"
1293,"Bad"
1294,"Bad"
1295,"Neutral"
1296,"Neutral"
1297,"Bad"
1298,"Good"
1299,"Bad"
1300,"Bad"
1301,"Bad"
1302,"Neutral"
1303,"Bad"
1304,"Bad"
1305,"Good"
1306,"Bad"
1307,"Good"
1308,"Neutral"
1309,"Good"
1310,"Neutral"
1311,"Neutral"
1312,"Bad"
1313,"Bad"
1314,"Neutral"
1315,"Neutral"
1316,"Good"
1317,"Bad"
1318,"Good"
1319,"Bad"
1320,"Neutral"
1321,"Neutral"
1322,"Bad"
1323,"Bad"
1324,"Neutral"
1325,"Neutral"
1326,"Neutral"
1327,"Neutral"
1328,"Bad"
1329,"Bad"
1330,"Neutral"
1331,"Neutral"
1332,"Bad"
1333,"Neutral"
1334,"Neutral"
1335,"Neutral"
1336,"Good"
1337,"Neutral"
1338,"Neutral"
1339,"Good"
1340,"Good"
1341,"Good"
1342,"Neutral"
1343,"Bad"
1344,"Bad"
1345,"Neutral"
1346,"Neutral"
1347,"Neutral"
1348,"Neutral"
1349,"Good"
1350,"Neutral"
1351,"Bad"
1352,"Bad"
1353,"Neutral"
1354,"Neutral"
1355,"Bad"
1356,"Neutral"
1357,"Neutral"
1358,"Neutral"
1359,"Neutral"
1360,"Bad"
1361,"Neutral"
1362,"Neutral"
1363,"Neutral"
1364,"Neutral"
1365,"Neutral"
1366,"Bad"
1367,"Neutral"
1368,"Bad"
1369,"Good"
1370,"Bad"
1371,"Neutral"
1372,"Neutral"
1373,"Neutral"
1374,"Good"
1375,"Bad"
1376,"Good"
1377,"Good"
1378,"Neutral"
1379,"Good"
1380,"Neutral"
1381,"Bad"
1382,"Neutral"
1383,"Bad"
1384,"Good"
1385,"Good"
1386,"Good"
1387,"Bad"
1388,"Good"
1389,"Bad"
1390,"Bad"
1391,"Neutral"
1392,"Bad"
1393,"Neutral"
1394,"Good"
1395,"Good"
1396,"Neutral"
1397,"Bad"
1398,"Neutral"
1399,"Good"
1400,"Neutral"
1401,"Good"
1402,"Bad"
1403,"Good"
1404,"Bad"
1405,"Good"
1406,"Neutral"
1407,"Bad"
1408,"Neutral"
1409,"Bad"
1410,"Good"
1411,"Neutral"
1412,"Bad"
1413,"Good"
1414,"Neutral"
1415,"Good"
1416,"Bad"
1417,"Neutral"
1418,"Neutral"
1419,"Neutral"
1420,"Neutral"
1421,"Neutral"
1422,"Neutral"
1423,"Neutral"
1424,"Bad"
1425,"Good"
1426,"Bad"
1427,"Neutral"
1428,"Neutral"
1429,"Neutral"
1430,"Bad"
1431,"Bad"
1432,"Neutral"
1433,"Bad"
1434,"Bad"
1435,"Neutral"
1436,"Neutral"
1437,"Good"
1438,"Bad"
1439,"Good"
1440,"Neutral"
1441,"Neutral"
1442,"Good"
1443,"Good"
1444,"Neutral"
1445,"Neutral"
1446,"Bad"
1447,"Neutral"
1448,"Neutral"
1449,"Bad"
1450,"Bad"
1451,"Bad"
1452,"Good"
1453,"Neutral"
1454,"Neutral"
1455,"Bad"
1456,"Neutral"
1457,"Neutral"
1458,"Neutral"
1459,"Bad"
1460,"Neutral"
1461,"Bad"
1462,"Neutral"
1463,"Good"
1464,"Bad"
1465,"Bad"
1466,"Neutral"
1467,"Bad"
1468,"Bad"
1469,"Neutral"
1470,"Neutral"
1471,"Good"
1472,"Neutral"
1473,"Good"
1474,"Neutral"
1475,"Neutral"
1476,"Neutral"
1477,"Neutral"
1478,"Good"
1479,"Neutral"
1480,"Neutral"
1481,"Neutral"
1482,"Neutral"
1483,"Bad"
1484,"Good"
1485,"Neutral"
1486,"Neutral"
1487,"Neutral"
1488,"Neutral"
1489,"Neutral"
1490,"Good"
1491,"Bad"
1492,"Bad"
1493,"Neutral"
1494,"Neutral"
1495,"Neutral"
1496,"Neutral"
1497,"Neutral"
1498,"Neutral"
1499,"Bad"
1500,"Good"
1501,"Bad"
1502,"Bad"
1503,"Bad"
1504,"Neutral"
1505,"Good"
1506,"Neutral"
1507,"Neutral"
1508,"Neutral"
1509,"Neutral"
1510,"Bad"
1511,"Bad"
1512,"Good"
1513,"Bad"
1514,"Bad"
1515,"Bad"
1516,"Good"
1517,"Neutral"
1518,"Neutral"
1519,"Neutral"
1520,"Good"
1521,"Bad"
1522,"Neutral"
1523,"Bad"
1524,"Bad"
1525,"Neutral"
1526,"Neutral"
1527,"Neutral"
1528,"Bad"
1529,"Neutral"
1530,"Good"
1531,"Good"
1532,"Good"
1533,"Neutral"
1534,"Neutral"
1535,"Bad"
1536,"Neutral"
1537,"Neutral"
1538,"Neutral"
1539,"Neutral"
1540,"Neutral"
1541,"Neutral"
1542,"Neutral"
1543,"Neutral"
1544,"Neutral"
1545,"Neutral"
1546,"Good"
1547,"Neutral"
1548,"Neutral"
1549,"Neutral"
1550,"Neutral"
1551,"Neutral"
1552,"Bad"
1553,"Bad"
1554,"Bad"
1555,"Neutral"
1556,"Bad"
1557,"Neutral"
1558,"Neutral"
1559,"Good"
1560,"Bad"
1561,"Good"
1562,"Neutral"
1563,"Good"
1564,"Neutral"
1565,"Neutral"
1566,"Neutral"
1567,"Neutral"
1568,"Bad"
1569,"Bad"
1570,"Bad"
1571,"Bad"
1572,"Bad"
1573,"Neutral"
1574,"Neutral"
1575,"Bad"
1576,"Neutral"
1577,"Neutral"
1578,"Bad"
1579,"Good"
1580,"Bad"
1581,"Bad"
1582,"Neutral"
1583,"Good"
1584,"Bad"
1585,"Good"
1586,"Neutral"
1587,"Good"
1588,"Neutral"
1589,"Neutral"
1590,"Good"
1591,"Bad"
1592,"Neutral"
1593,"Neutral"
1594,"Neutral"
1595,"Bad"
1596,"Good"
1597,"Neutral"
1598,"Neutral"
1599,"Neutral"
1600,"Bad"
1601,"Neutral"
1602,"Bad"
1603,"Neutral"
